tweet,label,raw
@user @user in case of antifa take a little bat or something. good for you- more of should do that kind of thing.,NOT,@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.
@user your titles scare me a little bit. ;-),NOT,@USER Your titles scare me a little bit. ;-)
@user &gt;eradicating hiv and malaria in the middle of africa  good bloody luck,NOT,@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck
@user @user the only interaction of tory volunteers with fcp volunteers that i witnessed today was the one demanding that our float be moved to the back of the parade. able g cdn poli,NOT,@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli
@user and who seems to be getting things done.,NOT,@USER And who seems to be getting things done.
i added a video to a @user playlist url combat mon frere vs ismael et maga assassin vs david le boxer (yfc 2),NOT,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2)
@user so has the law changed...you just make an allegation now days and your guilty until proven innocent. liberals are mentally ill!,OFF,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!
@user straight up different.  thank joe biden for that one.  i also wonder the outcome if her name had been antifa hill.,NOT,@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.
@user this game sucks donkey balls,OFF,@USER This game sucks donkey balls
@user yo for real you are gorgeous,NOT,@USER Yo for real you are gorgeous
@user absolutely should be a nail in the coffin.... for hilliary,OFF,@USER Absolutely should be a nail in the coffin.... for Hilliary
@user @user i hope he gets on twitter so i can tell him how amazing he is.  red heart  grinning face with smiling eyes ,NOT,@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄
@user who are “they” gun control has been tried and is a proven failure. this is why people don’t vote democrat. they refuse to admit reality. gun control doesn’t work.,NOT,@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.
@user so the overwhelming liberals in the populated states can make policy for the rest of america with whom they have no clue about.  just because california has the biggest population does not mean the u.s. shares in their values.  get a clue hillary.,NOT,@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.
@user @user doesn't he partly fund antifa?,NOT,@USER @USER Doesn't he partly fund Antifa?
@user he is a dumbass !!!!!,OFF,@USER He is a DUMBASS !!!!!
@user @user @user @user @user @user @user @user @user @user @user ...and levi strauss wanting gun control how many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? url,OFF,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL
@user at this point in time... i don't think pres. trump gives a sh*t... and neither do i! lol url,OFF,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL
@user @user o.k. conservatives get to the polls. vote red.,NOT,@USER @USER O.K. Conservatives get to the polls. Vote red.
@user donnie jr. you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making a mockery of our republic. shame on you and your family. justice will prevail,OFF,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail
"a harvard / harris poll conducted this year found that 48 percent of black americans said they would like to see between only one and 250,000 legal immigrants brought to the u.s. a year."" url maga t cot""",NOT,"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot"""
@user any doubt that @user have officially become the national socialist american workers party is gone. with ppl like those on @user and @user acting as der sturmer and antifa as their einsatzgruppen / waffen ss detachment.,NOT,@USER Any doubt that @USER have officially become The National Socialist American Workers Party is gone. With ppl like those on @USER and @USER acting as Der Sturmer and #Antifa as their Einsatzgruppen/Waffen SS detachment.
@user oh my carmen. he is so fricking cute,OFF,@USER Oh my Carmen. He is SO FRICKING CUTE
@user chelsea is as crazy as her mother,OFF,@USER Chelsea is as crazy as her mother
@user it's time the conservatives binned boris and sent 'lyin lynton back to australia.,NOT,@USER It's time the #Conservatives #binnedBoris and sent 'lyin Lynton back to Australia.
@user @user @user the 2015 manifesto promised me my vote back. so where is it? you think brexit would have gone through if all the brits in the eu27 had been allowed to vote? the referendum was gerrymandered.,NOT,@USER @USER @USER The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.
"@user   the metoo movement must be an extension of antifa and is a  complete joke! if this movement wasn't selective, joe biden would be in court for fonding girls on camera""! url",NOT,"@USER   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! URL"
@user @user you are awesome! thank you. you give humanity hope!,NOT,@USER @USER you are awesome! Thank you. You give humanity hope!
@user goober,NOT,@USER GOOBER
@user another uninformed,NOT,@USER Another uninformed
@user i forgot he is their foster child!,NOT,@USER I forgot he is their foster child!
"@user and the brainless dems wants us to believe that he doesn't have the majority. liberals is just like their leaders"" the corrupts obama and crooked hillary both are real bad losers maga trump""",OFF,"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP"""
@user no fucking way he said this!,NOT,@USER No fucking way he said this!
@user @user such supposedly smart people didn't think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way.,NOT,@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.
@user i'm not surprised. it takes a sick woman to make this type of accusations. the kind you can only find on the far left. liberals are praying that the really weak members of the gop like collins and flake will pull back their support.,NOT,@USER I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support.
